V1	V2	V3	father
10897	R-HSA-5620920	Cargo trafficking to the periciliary membrane	Homo sapiens	Organelle biogenesis and maintenance
10898	R-HSA-200425	Carnitine metabolism	Homo sapiens	Metabolism
10899	R-HSA-71262	Carnitine synthesis	Homo sapiens	Metabolism
10900	R-HSA-140534	Caspase activation via Death Receptors in the presence of ligand	Homo sapiens	Programmed Cell Death
10901	R-HSA-418889	Caspase activation via Dependence Receptors in the absence of ligand	Homo sapiens	Programmed Cell Death
10902	R-HSA-5357769	Caspase activation via extrinsic apoptotic signalling pathway	Homo sapiens	Programmed Cell Death
10903	R-HSA-264870	Caspase-mediated cleavage of cytoskeletal proteins	Homo sapiens	Programmed Cell Death
10904	R-HSA-209905	Catecholamine biosynthesis	Homo sapiens	Metabolism
10905	R-HSA-426117	Cation-coupled Chloride cotransporters	Homo sapiens	Transport of small molecules
10906	R-HSA-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	Homo sapiens	Cell Cycle
10907	R-HSA-1640170	Cell Cycle	Homo sapiens	Cell Cycle
10908	R-HSA-69620	Cell Cycle Checkpoints	Homo sapiens	Cell Cycle
10909	R-HSA-69278	Cell Cycle, Mitotic	Homo sapiens	Cell Cycle
10910	R-HSA-204998	Cell death signalling via NRAGE, NRIF and NADE	Homo sapiens	Signal Transduction
10911	R-HSA-446728	Cell junction organization	Homo sapiens	Cell-Cell communication
10912	R-HSA-9664424	Cell recruitment (pro-inflammatory response)	Homo sapiens	Disease
10913	R-HSA-1222541	Cell redox homeostasis	Homo sapiens	Disease
10914	R-HSA-202733	Cell surface interactions at the vascular wall	Homo sapiens	Hemostasis
10915	R-HSA-1500931	Cell-Cell communication	Homo sapiens	Cell-Cell communication
10916	R-HSA-421270	Cell-cell junction organization	Homo sapiens	Cell-Cell communication
10917	R-HSA-446353	Cell-extracellular matrix interactions	Homo sapiens	Cell-Cell communication
10918	R-HSA-2559583	Cellular Senescence	Homo sapiens	Cellular responses to stimuli
10919	R-HSA-189200	Cellular hexose transport	Homo sapiens	Transport of small molecules
10920	R-HSA-9711123	Cellular response to chemical stress	Homo sapiens	Cellular responses to stimuli
10921	R-HSA-3371556	Cellular response to heat stress	Homo sapiens	Cellular responses to stimuli
10922	R-HSA-1234174	Cellular response to hypoxia	Homo sapiens	Cellular responses to stimuli
10923	R-HSA-9711097	Cellular response to starvation	Homo sapiens	Cellular responses to stimuli
10924	R-HSA-8953897	Cellular responses to stimuli	Homo sapiens	Cellular responses to stimuli
10925	R-HSA-2262752	Cellular responses to stress	Homo sapiens	Cellular responses to stimuli
10926	R-HSA-380287	Centrosome maturation	Homo sapiens	Cell Cycle
10927	R-HSA-193681	Ceramide signalling	Homo sapiens	Signal Transduction
10928	R-HSA-163765	ChREBP activates metabolic gene expression	Homo sapiens	Metabolism
10929	R-HSA-9613829	Chaperone Mediated Autophagy	Homo sapiens	Autophagy
10930	R-HSA-390466	Chaperonin-mediated protein folding	Homo sapiens	Metabolism of proteins
10931	R-HSA-380108	Chemokine receptors bind chemokines	Homo sapiens	Signal Transduction
10932	R-HSA-75035	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	Homo sapiens	Cell Cycle
10933	R-HSA-191273	Cholesterol biosynthesis	Homo sapiens	Metabolism
10934	R-HSA-6807047	Cholesterol biosynthesis via desmosterol	Homo sapiens	Metabolism
10935	R-HSA-6807062	Cholesterol biosynthesis via lathosterol	Homo sapiens	Metabolism
10936	R-HSA-6798163	Choline catabolism	Homo sapiens	Metabolism
10937	R-HSA-2022870	Chondroitin sulfate biosynthesis	Homo sapiens	Metabolism
10938	R-HSA-1793185	Chondroitin sulfate/dermatan sulfate metabolism	Homo sapiens	Metabolism
10939	R-HSA-9821002	Chromatin modifications during the maternal to zygotic transition (MZT)	Homo sapiens	Developmental Biology
10940	R-HSA-3247509	Chromatin modifying enzymes	Homo sapiens	Chromatin organization
10941	R-HSA-4839726	Chromatin organization	Homo sapiens	Chromatin organization
10942	R-HSA-73886	Chromosome Maintenance	Homo sapiens	Cell Cycle
10943	R-HSA-8963888	Chylomicron assembly	Homo sapiens	Transport of small molecules
10944	R-HSA-8964026	Chylomicron clearance	Homo sapiens	Transport of small molecules
10945	R-HSA-8963901	Chylomicron remodeling	Homo sapiens	Transport of small molecules
10946	R-HSA-5617833	Cilium Assembly	Homo sapiens	Organelle biogenesis and maintenance
10947	R-HSA-9793528	Ciprofloxacin ADME	Homo sapiens	Drug ADME
10948	R-HSA-400253	Circadian Clock	Homo sapiens	Circadian Clock
10949	R-HSA-71403	Citric acid cycle (TCA cycle)	Homo sapiens	Metabolism
10950	R-HSA-373076	Class A/1 (Rhodopsin-like receptors)	Homo sapiens	Signal Transduction
10951	R-HSA-373080	Class B/2 (Secretin family receptors)	Homo sapiens	Signal Transduction
10952	R-HSA-420499	Class C/3 (Metabotropic glutamate/pheromone receptors)	Homo sapiens	Signal Transduction
10953	R-HSA-983169	Class I MHC mediated antigen processing & presentation	Homo sapiens	Immune System
10954	R-HSA-9603798	Class I peroxisomal membrane protein import	Homo sapiens	Protein localization
10955	R-HSA-1296053	Classical Kir channels	Homo sapiens	Neuronal System
10956	R-HSA-173623	Classical antibody-mediated complement activation	Homo sapiens	Immune System
10957	R-HSA-8856828	Clathrin-mediated endocytosis	Homo sapiens	Vesicle-mediated transport
10958	R-HSA-110331	Cleavage of the damaged purine	Homo sapiens	DNA Repair
10959	R-HSA-110329	Cleavage of the damaged pyrimidine 	Homo sapiens	DNA Repair
10960	R-HSA-9759218	Cobalamin (Cbl) metabolism	Homo sapiens	Metabolism
10961	R-HSA-196741	Cobalamin (Cbl, vitamin B12) transport and metabolism	Homo sapiens	Metabolism
10962	R-HSA-196783	Coenzyme A biosynthesis	Homo sapiens	Metabolism
10963	R-HSA-2470946	Cohesin Loading onto Chromatin	Homo sapiens	Cell Cycle
10964	R-HSA-1650814	Collagen biosynthesis and modifying enzymes	Homo sapiens	Extracellular matrix organization
10965	R-HSA-8948216	Collagen chain trimerization	Homo sapiens	Extracellular matrix organization
10966	R-HSA-1442490	Collagen degradation	Homo sapiens	Extracellular matrix organization
10967	R-HSA-1474290	Collagen formation	Homo sapiens	Extracellular matrix organization
10968	R-HSA-140875	Common Pathway of Fibrin Clot Formation	Homo sapiens	Hemostasis
10969	R-HSA-8948700	Competing endogenous RNAs (ceRNAs) regulate PTEN translation	Homo sapiens	Signal Transduction
10970	R-HSA-166658	Complement cascade	Homo sapiens	Immune System
10971	R-HSA-6799198	Complex I biogenesis	Homo sapiens	Metabolism
10972	R-HSA-2514853	Condensation of Prometaphase Chromosomes	Homo sapiens	Cell Cycle
10973	R-HSA-2299718	Condensation of Prophase Chromosomes	Homo sapiens	Cell Cycle
10974	R-HSA-177135	Conjugation of benzoate with glycine	Homo sapiens	Metabolism
10975	R-HSA-159424	Conjugation of carboxylic acids	Homo sapiens	Metabolism
10976	R-HSA-177162	Conjugation of phenylacetate with glutamine	Homo sapiens	Metabolism
10977	R-HSA-177128	Conjugation of salicylate with glycine	Homo sapiens	Metabolism
10978	R-HSA-5674400	Constitutive Signaling by AKT1 E17K in Cancer	Homo sapiens	Disease
10979	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	Homo sapiens	Disease
10980	R-HSA-5637810	Constitutive Signaling by EGFRvIII	Homo sapiens	Disease
10981	R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	Homo sapiens	Disease
10982	R-HSA-2691232	Constitutive Signaling by NOTCH1 HD Domain Mutants	Homo sapiens	Disease
10983	R-HSA-2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	Homo sapiens	Disease
10984	R-HSA-2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants	Homo sapiens	Disease
10985	R-HSA-2660826	Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	Homo sapiens	Disease
10986	R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	Homo sapiens	Disease
10987	R-HSA-176407	Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	Homo sapiens	Cell Cycle
10988	R-HSA-6814122	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	Homo sapiens	Metabolism of proteins
10989	R-HSA-389958	Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	Homo sapiens	Metabolism of proteins
10990	R-HSA-388841	Costimulation by the CD28 family	Homo sapiens	Immune System
10991	R-HSA-71288	Creatine metabolism	Homo sapiens	Metabolism
10992	R-HSA-166786	Creation of C4 and C2 activators	Homo sapiens	Immune System
10993	R-HSA-8949613	Cristae formation	Homo sapiens	Organelle biogenesis and maintenance
10994	R-HSA-1236973	Cross-presentation of particulate exogenous antigens (phagosomes)	Homo sapiens	Immune System
10995	R-HSA-1236978	Cross-presentation of soluble exogenous antigens (endosomes)	Homo sapiens	Immune System
10996	R-HSA-2243919	Crosslinking of collagen fibrils	Homo sapiens	Extracellular matrix organization
10997	R-HSA-69273	Cyclin A/B1/B2 associated events during G2/M transition	Homo sapiens	Cell Cycle
10998	R-HSA-69656	Cyclin A:Cdk2-associated events at S phase entry	Homo sapiens	Cell Cycle
10999	R-HSA-69231	Cyclin D associated events in G1	Homo sapiens	Cell Cycle
11000	R-HSA-69202	Cyclin E associated events during G1/S transition 	Homo sapiens	Cell Cycle
11001	R-HSA-1614603	Cysteine formation from homocysteine	Homo sapiens	Metabolism
11002	R-HSA-211897	Cytochrome P450 - arranged by substrate type	Homo sapiens	Metabolism
11003	R-HSA-111461	Cytochrome c-mediated apoptotic response	Homo sapiens	Programmed Cell Death
11004	R-HSA-1280215	Cytokine Signaling in Immune system	Homo sapiens	Immune System
11005	R-HSA-9707564	Cytoprotection by HMOX1	Homo sapiens	Cellular responses to stimuli
11006	R-HSA-2564830	Cytosolic iron-sulfur cluster assembly	Homo sapiens	Metabolism
11007	R-HSA-1834949	Cytosolic sensors of pathogen-associated DNA 	Homo sapiens	Immune System
11008	R-HSA-156584	Cytosolic sulfonation of small molecules	Homo sapiens	Metabolism
11009	R-HSA-379716	Cytosolic tRNA aminoacylation	Homo sapiens	Metabolism of proteins
11010	R-HSA-1489509	DAG and IP3 signaling	Homo sapiens	Signal Transduction
11011	R-HSA-2172127	DAP12 interactions	Homo sapiens	Immune System
11012	R-HSA-2424491	DAP12 signaling	Homo sapiens	Immune System
11013	R-HSA-180024	DARPP-32 events	Homo sapiens	Signal Transduction
11014	R-HSA-418885	DCC mediated attractive signaling	Homo sapiens	Developmental Biology
11015	R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	Homo sapiens	Immune System
11016	R-HSA-3134963	DEx/H-box helicases activate type I IFN and inflammatory cytokines production 	Homo sapiens	Immune System
11017	R-HSA-73893	DNA Damage Bypass	Homo sapiens	DNA Repair
11018	R-HSA-5696394	DNA Damage Recognition in GG-NER	Homo sapiens	DNA Repair
11019	R-HSA-73942	DNA Damage Reversal	Homo sapiens	DNA Repair
11020	R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	Homo sapiens	Cellular responses to stimuli
11021	R-HSA-5693606	DNA Double Strand Break Response	Homo sapiens	DNA Repair
11022	R-HSA-5693532	DNA Double-Strand Break Repair	Homo sapiens	DNA Repair
11023	R-HSA-73894	DNA Repair	Homo sapiens	DNA Repair
11024	R-HSA-69306	DNA Replication	Homo sapiens	DNA Replication
11025	R-HSA-69002	DNA Replication Pre-Initiation	Homo sapiens	DNA Replication
11026	R-HSA-5334118	DNA methylation	Homo sapiens	Gene expression (Transcription)
11027	R-HSA-68952	DNA replication initiation	Homo sapiens	Cell Cycle
11028	R-HSA-69190	DNA strand elongation	Homo sapiens	Cell Cycle
11029	R-HSA-376172	DSCAM interactions	Homo sapiens	Developmental Biology
11030	R-HSA-9669914	Dasatinib-resistant KIT mutants	Homo sapiens	Disease
11031	R-HSA-3769402	Deactivation of the beta-catenin transactivating complex	Homo sapiens	Signal Transduction
11032	R-HSA-429947	Deadenylation of mRNA	Homo sapiens	Metabolism of RNA
11033	R-HSA-429914	Deadenylation-dependent mRNA decay	Homo sapiens	Metabolism of RNA
11034	R-HSA-73887	Death Receptor Signaling	Homo sapiens	Signal Transduction
11035	R-HSA-5607761	Dectin-1 mediated noncanonical NF-kB signaling	Homo sapiens	Immune System
11036	R-HSA-5621480	Dectin-2 family	Homo sapiens	Immune System
11037	R-HSA-5682113	Defective ABCA1 causes TGD	Homo sapiens	Disease
11038	R-HSA-5682294	Defective ABCA12 causes ARCI4B	Homo sapiens	Disease
11039	R-HSA-5688399	Defective ABCA3 causes SMDP3	Homo sapiens	Disease
11040	R-HSA-5683678	Defective ABCA3 causes SMDP3	Homo sapiens	Disease
11041	R-HSA-5678520	Defective ABCB11 causes PFIC2 and BRIC2	Homo sapiens	Disease
11042	R-HSA-5678771	Defective ABCB4 causes PFIC3, ICP3 and GBD1	Homo sapiens	Disease
11043	R-HSA-5683371	Defective ABCB6 causes MCOPCB7	Homo sapiens	Disease
11044	R-HSA-5679001	Defective ABCC2 causes DJS	Homo sapiens	Disease
11045	R-HSA-5690338	Defective ABCC6 causes PXE	Homo sapiens	Disease
11046	R-HSA-5683177	Defective ABCC8 can cause hypo- and hyper-glycemias	Homo sapiens	Disease
11047	R-HSA-5678420	Defective ABCC9 causes CMD10, ATFB12 and Cantu syndrome	Homo sapiens	Disease
11048	R-HSA-5684045	Defective ABCD1 causes ALD	Homo sapiens	Disease
11049	R-HSA-5683329	Defective ABCD4 causes MAHCJ	Homo sapiens	Disease
11050	R-HSA-5679096	Defective ABCG5 causes sitosterolemia	Homo sapiens	Disease
11051	R-HSA-5679090	Defective ABCG8 causes GBD4 and sitosterolemia	Homo sapiens	Disease
11052	R-HSA-5579031	Defective ACTH causes obesity and POMCD	Homo sapiens	Disease
11053	R-HSA-5579007	Defective ACY1 causes encephalopathy	Homo sapiens	Disease
11054	R-HSA-9734735	Defective ADA disrupts (deoxy)adenosine deamination	Homo sapiens	Disease
11055	R-HSA-5578997	Defective AHCY causes HMAHCHD	Homo sapiens	Disease
11056	R-HSA-4549380	Defective ALG1 causes CDG-1k	Homo sapiens	Disease
11057	R-HSA-4551295	Defective ALG11 causes CDG-1p	Homo sapiens	Disease
11058	R-HSA-4720489	Defective ALG12 causes CDG-1g	Homo sapiens	Disease
11059	R-HSA-5633231	Defective ALG14 causes ALG14-CMS	Homo sapiens	Disease
11060	R-HSA-4549349	Defective ALG2 causes CDG-1i	Homo sapiens	Disease
11061	R-HSA-4720475	Defective ALG3 causes CDG-1d	Homo sapiens	Disease
11062	R-HSA-4724289	Defective ALG6 causes CDG-1c	Homo sapiens	Disease
11063	R-HSA-4724325	Defective ALG8 causes CDG-1h	Homo sapiens	Disease
11064	R-HSA-4720454	Defective ALG9 causes CDG-1l	Homo sapiens	Disease
11065	R-HSA-3359462	Defective AMN causes MGA1	Homo sapiens	Disease
11066	R-HSA-9734195	Defective APRT disrupts adenine salvage	Homo sapiens	Disease
11067	R-HSA-5619099	Defective AVP does not bind AVPR1A,B and causes neurohypophyseal diabetes insipidus (NDI)	Homo sapiens	Disease
11068	R-HSA-9036092	Defective AVP does not bind AVPR2 and causes neurohypophyseal diabetes insipidus (NDI)	Homo sapiens	Disease
11069	R-HSA-4420332	Defective B3GALT6 causes EDSP2 and SEMDJL1	Homo sapiens	Disease
11070	R-HSA-5083635	Defective B3GALTL causes PpS	Homo sapiens	Disease
11071	R-HSA-3560801	Defective B3GAT3 causes JDSSDHD	Homo sapiens	Disease
11072	R-HSA-3656244	Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)	Homo sapiens	Disease
11073	R-HSA-4793953	Defective B4GALT1 causes CDG-2d	Homo sapiens	Disease
11074	R-HSA-3560783	Defective B4GALT7 causes EDS, progeroid type	Homo sapiens	Disease
11075	R-HSA-3371598	Defective BTD causes biotidinase deficiency	Homo sapiens	Disease
11076	R-HSA-9605310	Defective Base Excision Repair Associated with MUTYH	Homo sapiens	Disease
11077	R-HSA-9616334	Defective Base Excision Repair Associated with NEIL1	Homo sapiens	Disease
11078	R-HSA-9629232	Defective Base Excision Repair Associated with NEIL3	Homo sapiens	Disease
11079	R-HSA-9616333	Defective Base Excision Repair Associated with NTHL1	Homo sapiens	Disease
11080	R-HSA-9656249	Defective Base Excision Repair Associated with OGG1	Homo sapiens	Disease
11081	R-HSA-5083632	Defective C1GALT1C1 causes TNPS	Homo sapiens	Disease
11082	R-HSA-3359457	Defective CBLIF causes IFD	Homo sapiens	Disease
11083	R-HSA-3359485	Defective CD320 causes MMATC	Homo sapiens	Disease
11084	R-HSA-5678895	Defective CFTR causes cystic fibrosis	Homo sapiens	Disease
11085	R-HSA-3595174	Defective CHST14 causes EDS, musculocontractural type	Homo sapiens	Disease
11086	R-HSA-3595172	Defective CHST3 causes SEDCJD	Homo sapiens	Disease
11087	R-HSA-3656225	Defective CHST6 causes MCDC1	Homo sapiens	Disease
11088	R-HSA-3595177	Defective CHSY1 causes TPBS	Homo sapiens	Disease
11089	R-HSA-5619060	Defective CP causes aceruloplasminemia (ACERULOP)	Homo sapiens	Disease
11090	R-HSA-5688890	Defective CSF2RA causes SMDP4	Homo sapiens	Disease
11091	R-HSA-5688849	Defective CSF2RB causes SMDP5	Homo sapiens	Disease
11092	R-HSA-3359463	Defective CUBN causes MGA1	Homo sapiens	Disease
11093	R-HSA-5579026	Defective CYP11A1 causes AICSR	Homo sapiens	Disease
11094	R-HSA-5579017	Defective CYP11B1 causes AH4	Homo sapiens	Disease
11095	R-HSA-5579009	Defective CYP11B2 causes CMO-1 deficiency	Homo sapiens	Disease
11096	R-HSA-5579028	Defective CYP17A1 causes AH5	Homo sapiens	Disease
11097	R-HSA-5579030	Defective CYP19A1 causes AEXS	Homo sapiens	Disease
11098	R-HSA-5579000	Defective CYP1B1 causes Glaucoma	Homo sapiens	Disease
11099	R-HSA-5579021	Defective CYP21A2 causes AH3	Homo sapiens	Disease
11100	R-HSA-5579010	Defective CYP24A1 causes HCAI	Homo sapiens	Disease
11101	R-HSA-5579015	Defective CYP26B1 causes RHFCA	Homo sapiens	Disease
11102	R-HSA-5579004	Defective CYP26C1 causes FFDD4	Homo sapiens	Disease
11103	R-HSA-5578996	Defective CYP27A1 causes CTX	Homo sapiens	Disease
11104	R-HSA-5579014	Defective CYP27B1 causes VDDR1A	Homo sapiens	Disease
11105	R-HSA-5579027	Defective CYP27B1 causes VDDR1B	Homo sapiens	Disease
11106	R-HSA-5579011	Defective CYP2U1 causes SPG56	Homo sapiens	Disease
11107	R-HSA-5579005	Defective CYP4F22 causes ARCI5	Homo sapiens	Disease
11108	R-HSA-5579013	Defective CYP7B1 causes SPG5A and CBAS3	Homo sapiens	Disease
